Gene	G1_0	G1_1	G2_0	G2_1	G2_2	G2_3	G3_0	G4_0	G4_1	G4_2	G4_3	G4_4	G5_0	G5_1	G5_2	G5_3	G6_0	G6_1	G6_2
AC004878.8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
AC004893.10	3	0	1	0	1	6	0	1	1	8	2	3	1	1	0	1	2	0	1
AC004894.2	0	0	5	0	0	3	0	0	0	0	0	1	1	0	2	1	0	0	2
AC004895.4	4	2	3	0	1	1	0	0	1	9	3	1	1	0	1	1	0	0	1
AC004899.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC004901.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC004906.3	17	5	10	13	0	14	18	1	7	14	8	8	20	2	13	6	11	5	4
AC004920.3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
AC004924.1	143	84	263	61	37	191	23	115	174	880	115	104	96	112	76	40	36	122	126
AC004941.3	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
AC004947.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC004951.5,AC004985.12,POLR2J4	477	449	1252	357	330	709	398	739	593	2429	572	677	836	472	561	333	426	427	479
AC004951.6	60	55	147	102	46	145	41	103	111	374	155	112	97	60	72	41	90	26	85
AC004957.5	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
AC004967.11	239	104	323	114	93	240	135	163	318	891	258	297	299	118	161	119	297	85	168
AC004967.7	182	170	357	186	144	178	84	217	252	825	230	265	287	93	198	111	139	162	183
AC004967.7,AC004967.8	321	214	567	296	136	305	247	351	278	1168	302	336	644	225	316	161	417	240	276
AC004980.11	2	0	15	2	2	9	3	10	2	22	7	6	6	3	6	4	3	4	2
AC004980.7	123	165	361	125	80	228	63	237	178	677	156	226	185	272	116	61	105	106	144
AC004980.8	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0
AC004985.13	87	80	201	60	24	131	57	83	126	439	108	135	237	69	75	49	37	78	73
AC004987.8	6	0	4	0	2	1	3	4	5	17	8	7	5	1	6	2	5	1	2
AC004987.9	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC004988.1	2	0	1	45	0	10	0	69	0	2	0	2	8	0	2	16	1	1	10
AC005003.1	191	130	469	56	77	154	64	113	163	772	136	141	109	150	130	102	66	195	222
AC005009.1	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0	0	0	0	1
AC005009.2	0	0	6	0	1	0	2	1	0	3	0	0	0	0	0	0	4	0	0
AC005013.1,TRIL	39	52	118	16	22	70	17	20	25	126	35	36	15	27	21	8	17	24	29
AC005013.5	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
AC005014.5	0	0	2	0	1	1	1	2	4	7	0	0	1	2	0	0	1	1	3
AC005022.1	0	0	2	0	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0
AC005029.1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC005034.3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AC005035.1,MAP4K4	2483	1534	6610	1391	964	2608	1162	2974	3857	10345	2753	3011	1653	1626	1673	2230	2623	1515	2512
AC005037.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
AC005037.3	3	0	8	2	0	4	5	1	5	11	5	3	0	2	6	3	4	3	4
AC005037.4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
AC005037.6,MTND4P23	1	0	1	2	0	2	4	0	7	10	2	0	0	0	0	3	2	0	1
AC005040.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005041.9	54	58	141	72	32	86	7	93	55	344	55	88	93	66	115	20	38	72	57
AC005042.2	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
AC005042.4	35	39	73	15	7	42	27	42	59	138	35	50	38	25	18	44	69	17	31
AC005042.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC005071.2	38	39	102	22	30	56	5	57	48	195	28	41	36	50	55	30	10	50	45
AC005075.5	1	0	3	4	0	5	1	0	1	7	1	7	0	4	2	3	1	0	1
AC005076.5	43	32	70	3	20	43	10	55	34	140	23	50	21	37	21	34	8	36	42
AC005077.12,AC005077.14,AC005077.9	229	234	402	174	103	328	244	222	243	748	321	304	580	145	197	106	511	126	227
AC005077.5	0	1	1	4	1	1	0	0	3	1	1	2	3	0	0	0	0	0	6
AC005077.7	1	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0
AC005077.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	1
AC005082.1,NUPL2	642	523	1584	459	472	847	466	724	746	2631	677	830	714	542	525	480	626	539	647
AC005082.12	26	9	8	0	9	91	7	24	30	78	40	27	10	2	17	13	4	6	1
AC005083.1	356	252	597	180	176	363	119	255	231	1081	208	250	311	207	255	228	178	289	284
AC005086.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC005086.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005102.1	1	3	0	0	1	1	1	0	0	2	0	1	4	1	0	0	0	0	3
AC005104.3	9	5	25	4	3	17	7	5	10	31	9	14	6	8	5	7	8	3	8
AC005152.2	55	99	210	4	50	71	4	152	81	374	74	81	14	61	12	75	13	4	85
AC005152.3,RP11-84E24.2	1	8	2	0	0	1	0	5	2	11	2	1	1	8	0	5	1	2	1
AC005154.5,AC005154.6,AC005154.7,AC005154.9	682	858	2995	570	580	1824	253	1748	1216	3881	1058	1107	661	677	1040	697	579	544	1196
AC005154.8	49	50	204	2	42	120	20	78	82	277	65	57	35	45	33	47	32	39	47
AC005162.3	1	0	23	1	2	12	0	7	3	11	3	10	1	1	1	0	2	2	5
AC005162.5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
AC005189.6	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC005204.2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
AC005215.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	6	2	13	0	4	2	13	0	6	30	6	8	3	14	6	8	14	2	17
AC005224.2	20	9	54	6	8	17	14	23	26	70	16	16	23	23	5	14	13	12	11
AC005224.5	1	6	9	1	3	3	0	7	4	15	4	8	4	3	4	1	7	1	4
AC005229.1	17	10	31	40	15	15	12	11	31	52	24	19	16	19	17	34	21	12	11
AC005229.5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC005237.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC005237.4	0	0	4	0	1	2	1	3	2	0	2	0	1	1	1	1	1	0	0
AC005255.1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
AC005276.1	9	2	33	12	3	15	0	20	6	44	13	10	7	9	9	4	5	7	10
AC005280.1	443	289	739	259	184	467	256	314	404	1280	298	413	367	273	307	260	350	311	285
AC005281.2	1383	754	4418	394	337	1388	49	1353	2594	7179	1755	1581	264	965	842	1806	178	1309	1505
AC005300.5	12	0	12	3	1	27	0	16	23	162	24	36	9	5	5	9	0	11	27
AC005304.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
AC005307.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
AC005324.6	0	1	1	0	0	2	0	0	0	7	0	2	0	4	0	0	0	0	0
AC005324.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AC005324.8-001,TBC1D26,ZNF286A	336	191	539	104	197	387	139	309	325	1079	342	316	292	268	153	221	249	212	245
AC005326.2	6	0	2	0	0	0	0	8	1	9	2	0	1	0	0	1	0	0	1
AC005329.6	4	1	6	1	4	11	0	9	14	37	15	8	7	5	2	4	2	1	17
AC005329.7	120	139	342	146	147	308	83	349	192	905	228	267	255	148	174	80	122	131	179
AC005332.1	3089	1906	5347	1715	1242	3290	1751	2377	3314	11025	2741	2946	2818	2104	2121	2024	2809	1825	2208
AC005355.1	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1
AC005356.1	2	6	11	2	3	4	2	3	3	15	1	2	0	9	5	2	4	10	3
AC005358.1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
AC005358.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005392.13	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
AC005392.8	4	13	284	105	4	8	97	8	6	9	5	33	361	15	293	3	297	115	46
AC005481.5	14	10	17	8	5	34	2	7	6	54	14	16	10	4	9	6	5	5	9
AC005487.2	6	6	5	0	0	2	0	2	3	4	0	0	2	0	5	3	0	1	6
AC005488.11	263	142	573	71	49	209	6	204	243	966	190	229	159	218	123	141	43	275	205
AC005488.12	0	0	2	1	0	4	0	0	1	6	0	1	6	0	2	0	4	0	1
AC005488.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC005517.3	459	414	1809	241	189	989	186	857	1527	4309	1950	1243	310	239	323	840	605	286	922
AC005522.7	1	0	4	0	0	0	1	2	3	1	0	3	0	0	0	1	0	1	0
AC005522.7,AC114737.3	4	5	7	2	4	9	3	8	1	19	9	5	7	6	6	6	8	2	3
AC005532.5	3	2	2	5	0	7	3	3	2	12	7	6	0	1	0	2	3	1	3
AC005534.6	67	25	113	15	26	77	17	74	89	256	81	47	23	44	53	45	8	36	52
AC005534.8	2	5	9	3	2	3	0	2	8	22	3	1	3	5	2	10	5	3	4
AC005534.9	10	7	8	3	2	10	4	7	7	36	6	4	6	3	2	12	2	6	7
AC005537.2	64	20	84	8	15	42	0	16	19	163	37	36	10	16	13	69	17	63	75
AC005538.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005539.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC005540.3	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AC005544.1,CACNG4	81	103	83	201	9	59	32	115	23	201	11	20	350	35	48	39	22	222	14
AC005550.4	0	0	1	0	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0
AC005550.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC005562.2,LRRC37BP1	1425	960	3256	481	661	1622	462	1387	1773	6180	1455	1441	965	1177	1029	1156	807	1039	1263
AC005592.1	1	0	3	0	4	86	0	5	0	11	0	1	18	0	0	1	0	0	1
AC005592.2	0	0	0	0	3	1	0	3	4	2	0	1	1	0	0	1	0	0	0
AC005592.3	0	0	0	0	0	8	0	0	1	2	0	0	2	0	0	0	0	0	0
AC005594.1	36	29	67	34	13	67	25	65	46	159	45	54	70	30	25	30	72	18	39
AC005606.14	100	124	223	63	42	147	43	86	87	397	60	132	134	114	126	51	118	102	83
AC005606.15	63	72	134	76	51	79	72	122	73	292	62	80	169	72	92	38	128	101	83
AC005609.1	2	0	5	0	1	3	0	1	2	7	5	3	0	0	1	2	2	1	0
AC005682.5	3	1	3	6	2	5	0	5	0	9	2	2	5	0	0	5	5	1	0
AC005682.6	1	0	0	0	0	2	1	0	2	5	0	2	6	0	0	1	0	0	0
AC005682.7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
AC005702.1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC005722.4	1	0	2	0	0	2	0	0	0	0	1	0	3	0	1	0	0	2	2
AC005740.3	37	35	111	11	20	44	9	64	60	291	36	61	29	27	27	10	13	27	28
AC005740.5	0	1	0	3	0	2	0	3	0	3	1	1	0	1	1	0	1	0	1
AC005754.1	3	1	3	0	1	8	1	0	1	11	4	1	2	2	4	1	0	1	1
AC005772.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC005779.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AC005790.2	0	0	0	0	0	1	0	1	2	0	2	2	0	3	0	0	0	0	1
AC005822.1	3	1	2	3	2	4	1	3	5	9	0	3	0	3	4	4	5	3	1
AC005831.1	0	1	1	0	0	0	1	2	0	1	2	0	1	0	1	0	1	0	1
AC005838.1,CDRT1,RP11-385D13.1,TRIM16	2066	1470	3971	2352	726	1983	3386	1631	1868	6560	1185	1794	5395	1227	2438	1259	3352	1563	1584
AC005838.2	2	0	4	1	1	1	0	4	4	11	3	3	11	0	0	0	2	2	1
AC005841.1	4	5	26	9	4	23	3	9	14	65	18	30	2	7	4	5	3	3	10
AC005863.1	0	1	1	0	0	0	4	3	0	0	0	0	1	2	0	1	2	0	0
AC005884.1	6	5	6	7	6	12	4	7	6	31	5	3	13	11	5	7	5	4	5
AC005971.3	42	38	157	16	11	49	13	62	66	286	76	58	40	15	24	50	28	21	47
AC006001.1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1
AC006003.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC006014.10	0	1	0	0	0	3	0	1	1	0	0	0	1	0	0	0	1	0	0
AC006014.8	649	269	1359	130	151	496	27	453	476	2335	429	504	317	462	328	310	100	596	450
AC006019.3	2	0	7	1	3	6	0	11	1	13	6	4	1	1	1	2	0	1	3
AC006019.4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2
AC006026.11	1	0	1	0	0	0	0	1	0	2	2	0	2	0	0	0	0	0	0
AC006028.11	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC006030.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC006033.22	0	0	0	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
AC006035.2	9	26	41	39	17	30	15	0	29	79	17	8	16	27	25	0	6	10	15
AC006038.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006042.6	14	15	28	12	10	14	15	24	20	83	24	19	24	6	14	4	28	13	10
AC006042.7	1	0	1	0	0	2	1	1	0	0	0	0	2	0	1	1	1	1	0
AC006042.8	2	2	5	2	1	3	2	0	4	5	3	0	1	4	1	0	4	5	2
AC006050.2	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	2
AC006050.3	1	0	2	0	0	2	1	1	1	5	0	1	2	1	5	5	0	1	1
AC006111.1	16	11	47	9	7	29	5	48	32	136	36	36	20	8	18	7	14	4	19
AC006116.1	99	47	158	36	71	135	42	154	78	304	132	138	71	76	36	51	30	51	59
AC006159.3,AC006159.4	0	0	1	0	0	2	0	1	0	2	0	0	1	1	0	1	0	1	2
AC006160.5	7	1	34	18	3	17	1	10	19	33	16	11	5	3	15	11	4	1	11
AC006195.2	0	0	3	2	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AC006276.7,L34079.1	353	448	1106	254	315	586	95	439	726	2164	346	874	342	335	885	338	122	373	779
AC006277.2	14	7	26	11	11	17	5	32	13	53	10	15	13	18	16	13	7	13	19
AC006293.3,LILRP2	1	4	0	4	1	2	14	0	1	2	0	1	45	0	26	0	5	13	1
AC006296.3	8	5	14	3	2	6	0	4	4	42	7	10	2	8	7	5	1	2	10
AC006305.1	55	19	143	54	38	34	24	55	61	179	45	67	107	34	73	34	81	73	37
AC006355.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
AC006369.2	0	3	2	0	0	0	2	0	2	1	1	0	0	0	2	0	4	1	0
AC006370.2,KALP	37	23	63	0	0	0	0	0	0	103	0	41	0	30	0	36	23	13	21
AC006372.1	3	2	0	0	1	3	0	1	1	1	0	1	0	0	1	0	0	0	0
AC006372.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC006372.6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC006378.2	3	1	2	0	0	2	1	0	2	4	0	4	1	0	1	1	0	0	2
AC006380.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC006390.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006427.1	4	4	12	0	2	6	1	6	3	8	5	7	2	2	0	5	4	3	3
AC006427.2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AC006445.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
AC006445.7	17	26	62	0	8	33	0	21	41	201	46	39	8	20	19	8	1	13	35
AC006445.8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
AC006460.2	10	5	23	0	4	15	11	10	12	29	11	9	5	7	4	19	9	6	13
AC006465.3,GLCCI1	1694	960	2930	474	757	1425	1267	1210	1507	5716	1333	1236	1361	1040	992	1567	1217	1250	1132
AC006465.4	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1
AC006480.1	35	39	159	32	30	106	17	121	110	314	66	165	66	60	31	30	19	28	58
AC006483.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC006486.1	9	8	23	9	12	10	9	13	10	27	7	10	21	9	5	4	6	12	11
AC006499.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC006499.6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
AC006499.8	0	1	7	0	4	1	0	5	2	33	2	1	2	10	0	3	0	0	0
AC006509.6	0	0	0	1	0	3	0	5	0	0	2	3	0	4	0	0	0	0	0
AC006509.7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC006538.1	5	11	19	2	9	13	2	12	4	30	3	4	16	9	9	2	5	3	3
AC006539.2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
AC006547.13	81	27	105	45	20	92	26	98	102	372	73	102	65	39	48	61	92	11	60
AC006547.14	14	33	130	81	13	32	7	133	50	157	45	46	36	33	59	20	93	17	32
AC006552.1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0
AC006946.12	0	0	1	3	0	1	0	1	2	0	4	0	0	0	0	1	0	0	0
AC006946.15	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
AC006947.1	0	3	0	0	0	2	0	2	1	4	3	0	0	0	0	0	0	0	0
AC006960.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006994.1	3	0	9	0	2	10	1	8	8	14	3	5	0	2	0	7	2	2	3
AC006994.2	9	4	30	0	5	18	1	5	6	30	8	8	2	3	8	12	1	5	10
AC007000.10,AC007000.11,FAM185BP,RP11-467H10.2	735	594	1613	567	639	1027	397	1033	1064	3869	1200	1288	1081	725	563	649	878	649	714
AC007000.12	30	18	34	20	11	44	11	41	16	92	33	34	35	37	25	12	25	13	14
AC007003.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
AC007009.1,AC007128.1	70	87	59	21	23	47	43	41	48	247	31	41	90	42	66	10	51	57	54
AC007014.1	0	0	0	0	0	1	1	2	1	5	2	0	0	0	0	0	0	0	3
AC007016.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC007036.4	1	1	2	4	2	1	0	3	1	4	0	6	0	2	2	0	0	1	6
AC007036.6	52	30	115	15	16	56	9	88	63	449	59	72	31	42	59	46	31	33	59
AC007038.7	40	25	86	25	26	56	24	46	72	180	71	53	18	37	20	31	28	23	38
AC007040.10	14	9	27	26	2	6	3	24	1	27	7	4	25	5	20	10	11	22	10
AC007040.6	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
AC007040.8	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AC007041.2	0	2	2	0	1	1	0	0	1	3	0	0	3	0	2	0	1	0	1
AC007050.17	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
AC007050.18	1	1	4	1	0	0	0	5	0	5	0	2	2	0	6	0	1	1	1
AC007064.24	1	1	7	0	0	3	0	0	4	4	4	1	0	0	2	0	1	0	1
AC007092.1	15	26	33	3	20	36	5	21	13	93	27	19	16	30	38	15	6	22	10
AC007098.1	9	0	4	0	3	9	8	3	4	26	10	12	1	6	3	6	3	9	1
AC007099.1	3	0	4	1	2	10	2	4	7	3	1	2	2	7	3	0	6	12	1
AC007126.1	0	1	1	0	0	0	0	4	0	1	0	1	0	0	0	1	1	0	0
AC007131.1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0
AC007131.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007161.5	1	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1
AC007163.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007163.11,MTND4P29	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
AC007163.3	4	3	1	1	0	0	1	0	1	0	0	0	0	1	0	0	2	2	0
AC007163.4,AOX2P	1	2	3	0	1	6	1	4	1	5	2	1	4	0	0	1	1	1	2
AC007163.6	0	0	0	1	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0
AC007163.8	0	0	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0
AC007182.6	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	1
AC007228.1	2	3	0	1	0	0	0	2	3	6	3	0	1	1	0	1	0	2	1
AC007238.1	15	7	21	4	3	14	2	4	9	37	9	5	5	4	1	12	6	9	11
AC007248.7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
AC007249.3	2	2	1	0	0	1	1	1	0	5	1	2	2	0	0	1	2	0	0
AC007250.4	1	0	0	1	0	3	0	2	2	2	0	1	2	0	0	2	1	1	0
AC007251.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007254.3	0	1	1	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	2
AC007255.7	93	115	272	100	94	121	59	216	83	455	110	122	113	139	100	56	75	109	71
AC007255.7,TMSB4XP3	173	80	238	13	10	212	6	224	181	590	126	160	27	103	103	35	11	14	118
AC007255.7,ZNRF2P2	27	11	31	3	2	13	11	11	25	49	28	20	13	11	4	20	14	8	12
AC007255.8	335	167	489	55	58	293	87	195	290	820	228	348	156	116	177	206	147	168	182
AC007256.5	6	3	8	0	1	5	0	5	4	17	5	2	3	2	5	5	3	0	1
AC007271.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007272.1,AC007272.3	10	3	29	7	5	16	1	18	15	45	10	21	3	14	10	8	3	16	7
AC007272.2	2	1	1	1	1	0	0	1	0	3	1	0	3	2	0	0	0	0	0
AC007272.3	3	8	6	1	7	1	0	3	7	29	4	9	4	9	6	1	1	4	5
AC007275.2,RFTN1P1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
AC007276.5	512	240	985	190	150	581	171	456	647	1914	639	559	305	286	307	381	361	224	367
AC007277.3	43	51	182	5	21	96	0	181	120	402	83	93	12	47	13	67	3	24	65
AC007278.2	1	0	1	0	0	4	2	0	2	0	0	0	1	0	2	2	6	0	0
AC007278.3	2	1	0	8	2	0	3	1	1	4	6	1	0	1	0	1	7	0	3
AC007279.2	5	7	12	2	1	5	0	5	3	12	4	8	4	3	7	13	5	0	5
AC007282.6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
AC007283.4	1	0	3	4	1	8	3	3	4	16	3	8	2	2	4	0	7	0	3
AC007285.6	2	0	3	0	2	2	0	4	1	6	3	2	4	0	3	5	2	1	1
AC007285.7	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC007308.1	4	3	5	6	0	6	4	12	10	36	18	12	6	0	2	5	9	0	13
AC007308.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC007318.5	12	7	35	7	10	17	21	8	18	66	14	12	7	16	15	9	18	9	14
AC007319.1	3	2	6	0	0	2	0	1	1	3	0	4	0	2	1	6	3	2	4
AC007327.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007349.7	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	0
AC007362.3	2	0	4	1	0	0	1	1	1	4	2	0	0	1	0	1	2	3	0
AC007364.1	0	1	2	3	1	1	1	0	0	1	0	0	3	0	2	0	1	1	0
AC007365.1	69	81	354	117	70	99	18	77	122	577	84	156	66	105	81	106	18	114	205
AC007365.3	100	82	221	51	38	78	95	61	100	454	52	106	177	66	96	96	79	79	87
AC007381.3	13	1	6	16	6	4	1	5	1	15	2	9	4	8	4	4	0	7	3
AC007383.3	120	121	417	48	107	187	77	189	183	619	135	154	145	122	136	89	86	162	151
AC007383.4	157	117	305	47	98	195	78	108	152	692	157	132	134	159	72	101	94	139	121
AC007384.1,RP11-325F22.4	63	76	115	48	53	91	26	96	73	298	57	63	81	75	77	28	37	85	67
AC007386.2	5	3	25	3	2	3	0	5	3	10	2	5	1	0	3	3	0	5	10
AC007386.3	5	0	9	0	1	0	1	2	2	9	6	3	1	3	0	3	1	2	3
AC007386.4	87	90	285	20	42	122	17	156	109	418	102	112	53	105	90	73	41	116	128
AC007389.1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
AC007389.3	26	5	75	12	15	28	9	25	21	87	23	25	28	22	29	14	9	22	27
AC007389.4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007390.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC007390.5	1501	1085	2877	678	819	1495	872	1337	1557	5493	1284	1521	1514	984	984	941	1133	1165	1291
AC007391.2	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	2	1	0
AC007392.3	0	1	1	0	1	0	1	2	3	4	0	2	0	0	1	4	0	0	1
AC007392.4	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
AC007395.4	0	0	0	0	0	0	2	0	4	4	7	0	1	0	0	0	0	0	1
AC007401.2,FEZ2	969	568	1389	697	509	1099	639	811	893	2896	810	699	1019	672	701	658	779	737	586
AC007403.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007403.3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC007405.2	5	3	25	1	2	13	2	11	20	27	9	6	4	5	7	8	5	5	12
AC007405.4	162	125	538	48	108	244	10	262	233	1314	227	282	80	175	101	196	37	166	179
AC007405.7	993	777	2681	408	395	836	73	782	1090	4151	637	988	676	931	802	834	546	1010	1376
AC007405.8	9	1	22	7	3	3	0	0	10	4	0	2	7	0	8	2	1	4	13
AC007431.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007461.2	1	6	2	0	0	2	0	5	6	7	0	2	0	0	0	2	0	0	0
AC007464.1	0	0	1	0	2	3	0	0	1	1	0	0	0	0	0	0	0	0	1
AC007551.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC007551.3	56	33	138	3	28	77	12	50	89	238	62	65	22	52	21	85	16	55	54
